VIN,Model,Trim,MSRP,Year,Term,ModelNumber,ModelDescription,LeaseCash,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Residual
,,,,2026,48,65462AT5,XRT AWD,0,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,0.00441,0.59
,,,,2026,48,65492AT5,Limited AWD,500,0.00303,0.00303,0.00323,0.0034,0.00366,0.0038,0.00394,0.00441,0.6
,,,,2026,48,65492FT5,Limited FWD,1750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.57
,,,,2026,48,654C2AT5,Calligraphy AWD,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.6
,,,,2026,48,654C2FT5,Calligraphy FWD,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.62
,,,,2025,24,65402AT5,4dr Wgn 2.5L SE AWD,0,0.0005,0.0005,0.00063,0.00076,0.00089,0.00103,0.00124,-,0.68
,,,,2025,24,65402FT5,4dr Wgn 2.5L SE FWD,2750,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.67
,,,,2025,24,65432AT5,4dr Wgn 2.5L SEL AWD,0,0.0008,0.0008,0.00093,0.00106,0.00119,0.00133,0.00154,-,0.69
,,,,2025,24,65432FT5,4dr Wgn 2.5L SEL FWD,2500,0.00229,0.00229,0.00242,0.00255,0.00268,0.00282,0.00303,-,0.68
,,,,2025,24,65462AT5,4dr Wgn 2.5L XRT AWD,250,0.00114,0.00114,0.00127,0.0014,0.00153,0.00167,0.00188,-,0.7
,,,,2025,24,65492AT5,4dr Wgn 2.5T Limited AWD,0,0.00039,0.00039,0.00052,0.00065,0.00078,0.00092,0.00113,-,0.69
,,,,2025,24,65492FT5,4dr Wgn 2.5T Limited FWD,0,8e-05,8e-05,0.00021,0.00034,0.00047,0.00061,0.00082,-,0.68
,,,,2025,24,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,0,0.00034,0.00034,0.00047,0.0006,0.00073,0.00087,0.00108,-,0.69
,,,,2025,24,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,0,0.00028,0.00028,0.00041,0.00054,0.00067,0.00081,0.00102,-,0.69
,,,,2025,36,65402AT5,4dr Wgn 2.5L SE AWD,1500,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,0.00374,0.66
,,,,2025,36,65402FT5,4dr Wgn 2.5L SE FWD,1500,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.66
,,,,2025,36,65432AT5,4dr Wgn 2.5L SEL AWD,1250,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.66
,,,,2025,36,65432FT5,4dr Wgn 2.5L SEL FWD,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.69
,,,,2025,36,65462AT5,4dr Wgn 2.5L XRT AWD,1750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.65
,,,,2025,36,65492AT5,4dr Wgn 2.5T Limited AWD,1500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.68
,,,,2025,36,65492FT5,4dr Wgn 2.5T Limited FWD,2500,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.65
,,,,2025,36,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,1500,0.00189,0.00189,0.00207,0.0022,0.00238,0.00251,0.00258,0.00374,0.64
,,,,2025,36,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.67
,,,,2025,39,65402AT5,4dr Wgn 2.5L SE AWD,1750,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.62
,,,,2025,39,65402FT5,4dr Wgn 2.5L SE FWD,0,0.00077,0.00077,0.00095,0.00108,0.00126,0.00139,0.00146,-,0.57
,,,,2025,39,65432AT5,4dr Wgn 2.5L SEL AWD,1000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2025,39,65432FT5,4dr Wgn 2.5L SEL FWD,1750,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.62
,,,,2025,39,65462AT5,4dr Wgn 2.5L XRT AWD,1000,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.64
,,,,2025,39,65492AT5,4dr Wgn 2.5T Limited AWD,1500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.65
,,,,2025,39,65492FT5,4dr Wgn 2.5T Limited FWD,2750,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.62
,,,,2025,39,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2025,39,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,2500,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.63
,,,,2025,48,65402AT5,4dr Wgn 2.5L SE AWD,250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.6
,,,,2025,48,65402FT5,4dr Wgn 2.5L SE FWD,750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.59
,,,,2025,48,65432AT5,4dr Wgn 2.5L SEL AWD,1750,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,0.00441,0.54
,,,,2025,48,65432FT5,4dr Wgn 2.5L SEL FWD,1250,0.00297,0.00297,0.00317,0.00334,0.0036,0.00374,0.00388,0.00441,0.56
,,,,2025,48,65462AT5,4dr Wgn 2.5L XRT AWD,500,0.00295,0.00295,0.00315,0.00332,0.00358,0.00372,0.00386,0.00441,0.58
,,,,2025,48,65492AT5,4dr Wgn 2.5T Limited AWD,2250,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,0.00441,0.56
,,,,2025,48,65492FT5,4dr Wgn 2.5T Limited FWD,1500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.59
,,,,2025,48,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,2500,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,0.00441,0.56
,,,,2025,48,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,2750,0.00291,0.00291,0.00311,0.00328,0.00354,0.00368,0.00382,0.00441,0.55
,,,,2026,36,654E2ABS,SE Hybrid AWD,0,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.68
,,,,2026,36,654E2FBS,SE Hybrid FWD,0,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.66
,,,,2026,36,654F2ABS,SEL Hybrid AWD,0,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.67
,,,,2026,36,654F2FBS,SEL Hybrid FWD,0,0.00261,0.00261,0.00279,0.00292,0.0031,0.00323,0.0033,-,0.68
,,,,2026,36,654J2ABS,Limited Hybrid AWD,0,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.65
,,,,2026,36,654J2FBS,Limited Hybrid FWD,0,0.00263,0.00263,0.00281,0.00294,0.00312,0.00325,0.00332,-,0.66
,,,,2026,36,654M2ABS,Calligraphy Hybrid AWD,0,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,-,0.65
,,,,2026,36,654M2FBS,Calligraphy Hybrid FWD,0,0.00261,0.00261,0.00279,0.00292,0.0031,0.00323,0.0033,-,0.66
,,,,2026,39,654E2ABS,SE Hybrid AWD,0,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.65
,,,,2026,39,654E2FBS,SE Hybrid FWD,0,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.61
,,,,2026,39,654F2ABS,SEL Hybrid AWD,0,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.63
,,,,2026,39,654F2FBS,SEL Hybrid FWD,0,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,-,0.63
,,,,2026,39,654J2ABS,Limited Hybrid AWD,0,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.62
,,,,2026,39,654J2FBS,Limited Hybrid FWD,0,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.62
,,,,2026,39,654M2ABS,Calligraphy Hybrid AWD,0,0.00252,0.00252,0.0027,0.00283,0.00301,0.00314,0.00321,-,0.62
,,,,2026,39,654M2FBS,Calligraphy Hybrid FWD,0,0.00246,0.00246,0.00264,0.00277,0.00295,0.00308,0.00315,-,0.62
,,,,2026,48,654E2ABS,SE Hybrid AWD,1250,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,-,0.6
,,,,2026,48,654E2FBS,SE Hybrid FWD,1000,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.56
,,,,2026,48,654F2ABS,SEL Hybrid AWD,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.6
,,,,2026,48,654F2FBS,SEL Hybrid FWD,0,0.00274,0.00274,0.00294,0.00311,0.00337,0.00351,0.00365,-,0.6
,,,,2026,48,654J2ABS,Limited Hybrid AWD,0,0.00295,0.00295,0.00315,0.00332,0.00358,0.00372,0.00386,-,0.59
,,,,2026,48,654J2FBS,Limited Hybrid FWD,0,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.6
,,,,2026,48,654M2ABS,Calligraphy Hybrid AWD,250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.59
,,,,2026,48,654M2FBS,Calligraphy Hybrid FWD,0,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.59
,,,,2025,36,654F2ABS,4dr Wgn SEL Hybrid AWD,250,0.00249,0.00249,0.00267,0.0028,0.00298,0.00311,0.00318,-,0.67
,,,,2025,36,654F2FBS,4dr Wgn SEL Hybrid FWD,1250,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.65
,,,,2025,36,654J2ABS,4dr Wgn Limited Hybrid AWD,250,0.00188,0.00188,0.00206,0.00219,0.00237,0.0025,0.00257,-,0.65
,,,,2025,36,654J2FBS,4dr Wgn Limited Hybrid FWD,0,0.00169,0.00169,0.00187,0.002,0.00218,0.00231,0.00238,-,0.65
,,,,2025,36,654M2ABS,4dr Wgn Calligraphy Hybrid AWD,1000,0.00198,0.00198,0.00216,0.00229,0.00247,0.0026,0.00267,-,0.64
,,,,2025,36,654M2FBS,4dr Wgn Calligraphy Hybrid FWD,0,0.00169,0.00169,0.00187,0.002,0.00218,0.00231,0.00238,-,0.65
,,,,2025,39,654F2ABS,4dr Wgn SEL Hybrid AWD,0,0.00239,0.00239,0.00257,0.0027,0.00288,0.00301,0.00308,-,0.63
,,,,2025,39,654F2FBS,4dr Wgn SEL Hybrid FWD,250,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.64
,,,,2025,39,654J2ABS,4dr Wgn Limited Hybrid AWD,0,0.00194,0.00194,0.00212,0.00225,0.00243,0.00256,0.00263,-,0.63
,,,,2025,39,654J2FBS,4dr Wgn Limited Hybrid FWD,500,0.00189,0.00189,0.00207,0.0022,0.00238,0.00251,0.00258,-,0.62
,,,,2025,39,654M2ABS,4dr Wgn Calligraphy Hybrid AWD,1000,0.00197,0.00197,0.00215,0.00228,0.00246,0.00259,0.00266,-,0.61
,,,,2025,39,654M2FBS,4dr Wgn Calligraphy Hybrid FWD,0,0.00184,0.00184,0.00202,0.00215,0.00233,0.00246,0.00253,-,0.63
,,,,2025,48,654F2ABS,4dr Wgn SEL Hybrid AWD,250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.57
,,,,2025,48,654F2FBS,4dr Wgn SEL Hybrid FWD,500,0.00293,0.00293,0.00313,0.0033,0.00356,0.0037,0.00384,-,0.56
,,,,2025,48,654J2ABS,4dr Wgn Limited Hybrid AWD,0,0.00246,0.00246,0.00266,0.00283,0.00309,0.00323,0.00337,-,0.56
,,,,2025,48,654J2FBS,4dr Wgn Limited Hybrid FWD,250,0.00246,0.00246,0.00266,0.00283,0.00309,0.00323,0.00337,-,0.56
,,,,2025,48,654M2ABS,4dr Wgn Calligraphy Hybrid AWD,250,0.00251,0.00251,0.00271,0.00288,0.00314,0.00328,0.00342,-,0.56
,,,,2025,48,654M2FBS,4dr Wgn Calligraphy Hybrid FWD,0,0.00235,0.00235,0.00255,0.00272,0.00298,0.00312,0.00326,-,0.56
,,,,2025,24,29442A4S,4dr Sdn SEL AWD,250,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.69
,,,,2025,24,29442F4S,4dr Sdn SEL,1500,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.67
,,,,2025,24,29452F4S,4dr Sdn SEL Convenience,0,0.00216,0.00216,0.00229,0.00242,0.00255,0.00269,0.0029,-,0.69
,,,,2025,24,29472FT5,4dr Sdn N Line,0,0.00213,0.00213,0.00226,0.00239,0.00252,0.00266,0.00287,-,0.7
,,,,2025,36,29412F4S,4dr Sdn SE,1750,0.00246,0.00246,0.00264,0.00277,0.00295,0.00308,0.00315,-,0.62
,,,,2025,36,29442A4S,4dr Sdn SEL AWD,750,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.65
,,,,2025,36,29442F4S,4dr Sdn SEL,1750,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.63
,,,,2025,36,29452F4S,4dr Sdn SEL Convenience,1250,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.63
,,,,2025,36,29472FT5,4dr Sdn N Line,1250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2025,39,29412F4S,4dr Sdn SE,1250,0.00246,0.00246,0.00264,0.00277,0.00295,0.00308,0.00315,-,0.59
,,,,2025,39,29442A4S,4dr Sdn SEL AWD,250,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.62
,,,,2025,39,29442F4S,4dr Sdn SEL,1250,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.6
,,,,2025,39,29452F4S,4dr Sdn SEL Convenience,250,0.00236,0.00236,0.00254,0.00267,0.00285,0.00298,0.00305,-,0.61
,,,,2025,39,29472FT5,4dr Sdn N Line,250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2025,48,29412F4S,4dr Sdn SE,1500,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,-,0.53
,,,,2025,48,29442A4S,4dr Sdn SEL AWD,0,0.00296,0.00296,0.00316,0.00333,0.00359,0.00373,0.00387,-,0.57
,,,,2025,48,29442F4S,4dr Sdn SEL,500,0.00291,0.00291,0.00311,0.00328,0.00354,0.00368,0.00382,-,0.56
,,,,2025,48,29452F4S,4dr Sdn SEL Convenience,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.54
,,,,2025,48,29472FT5,4dr Sdn N Line,250,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.57
,,,,2025,36,294D2FBS,4dr Sdn HEV SEL,1250,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.62
,,,,2025,36,294G2FBS,4dr Sdn HEV Limited,500,0.00234,0.00234,0.00252,0.00265,0.00283,0.00296,0.00303,-,0.63
,,,,2025,39,294D2FBS,4dr Sdn HEV SEL,750,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,-,0.59
,,,,2025,39,294G2FBS,4dr Sdn HEV Limited,250,0.00245,0.00245,0.00263,0.00276,0.00294,0.00307,0.00314,-,0.61
,,,,2025,48,294D2FBS,4dr Sdn HEV SEL,500,0.00296,0.00296,0.00316,0.00333,0.00359,0.00373,0.00387,-,0.54
,,,,2025,48,294G2FBS,4dr Sdn HEV Limited,0,0.00166,0.00166,0.00186,0.00203,0.00229,0.00243,0.00257,-,0.46
,,,,2025,24,85402A4S,4dr Wgn SE,3750,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.6
,,,,2025,24,85402F4S,4dr Wgn SE,3750,0.00231,0.00231,0.00244,0.00257,0.0027,0.00284,0.00305,-,0.59
,,,,2025,24,85432A4S,4dr Wgn SEL,2750,0.00224,0.00224,0.00237,0.0025,0.00263,0.00277,0.00298,-,0.63
,,,,2025,24,85432F4S,4dr Wgn SEL,3000,0.0022,0.0022,0.00233,0.00246,0.00259,0.00273,0.00294,-,0.62
,,,,2025,24,85442A4S,4dr Wgn XRT,250,0.00011,0.00011,0.00024,0.00037,0.0005,0.00064,0.00085,-,0.63
,,,,2025,24,85442F4S,4dr Wgn XRT,3750,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.6
,,,,2025,24,85462A4S,4dr Wgn SEL Convenience,3000,0.00219,0.00219,0.00232,0.00245,0.00258,0.00272,0.00293,-,0.64
,,,,2025,24,85462F4S,4dr Wgn SEL Convenience,2750,0.00234,0.00234,0.00247,0.0026,0.00273,0.00287,0.00308,-,0.64
,,,,2025,24,85472A4S,4dr Wgn Limited,0,0.00019,0.00019,0.00032,0.00045,0.00058,0.00072,0.00093,-,0.64
,,,,2025,24,85472F4S,4dr Wgn Limited,2250,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.66
,,,,2025,36,85402A4S,4dr Wgn SE,2750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.61
,,,,2025,36,85402F4S,4dr Wgn SE,3000,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,0.00374,0.59
,,,,2025,36,85432A4S,4dr Wgn SEL,3500,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,0.00374,0.6
,,,,2025,36,85432F4S,4dr Wgn SEL,3750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.59
,,,,2025,36,85442A4S,4dr Wgn XRT,2750,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,0.00374,0.6
,,,,2025,36,85442F4S,4dr Wgn XRT,2500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.61
,,,,2025,36,85462A4S,4dr Wgn SEL Convenience,1750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.64
,,,,2025,36,85462F4S,4dr Wgn SEL Convenience,2500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.61
,,,,2025,36,85472A4S,4dr Wgn Limited,4250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.57
,,,,2025,36,85472F4S,4dr Wgn Limited,3000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.6
,,,,2025,39,85402A4S,4dr Wgn SE,2250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.61
,,,,2025,39,85402F4S,4dr Wgn SE,3000,0.00246,0.00246,0.00264,0.00277,0.00295,0.00308,0.00315,-,0.57
,,,,2025,39,85432A4S,4dr Wgn SEL,2500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.61
,,,,2025,39,85432F4S,4dr Wgn SEL,3750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.56
,,,,2025,39,85442A4S,4dr Wgn XRT,3500,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.57
,,,,2025,39,85442F4S,4dr Wgn XRT,3250,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,-,0.57
,,,,2025,39,85462A4S,4dr Wgn SEL Convenience,2750,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,-,0.59
,,,,2025,39,85462F4S,4dr Wgn SEL Convenience,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.62
,,,,2025,39,85472A4S,4dr Wgn Limited,2750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.6
,,,,2025,39,85472F4S,4dr Wgn Limited,4000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.56
,,,,2025,48,85402A4S,4dr Wgn SE,2750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.53
,,,,2025,48,85402F4S,4dr Wgn SE,3250,0.00297,0.00297,0.00317,0.00334,0.0036,0.00374,0.00388,0.00441,0.5
,,,,2025,48,85432A4S,4dr Wgn SEL,3250,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,0.00441,0.52
,,,,2025,48,85432F4S,4dr Wgn SEL,2250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.56
,,,,2025,48,85442A4S,4dr Wgn XRT,2500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.56
,,,,2025,48,85442F4S,4dr Wgn XRT,4000,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.5
,,,,2025,48,85462A4S,4dr Wgn SEL Convenience,2500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.56
,,,,2025,48,85462F4S,4dr Wgn SEL Convenience,4000,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.5
,,,,2025,48,85472A4S,4dr Wgn Limited,3000,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,0.00441,0.53
,,,,2025,48,85472F4S,4dr Wgn Limited,4250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.5
,,,,2025,36,854C2ABS,4dr Wgn Blue,2250,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.61
,,,,2025,36,854D2ABS,4dr Wgn SEL Convenience Hybrid,2250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.62
,,,,2025,36,854E2ABS,4dr Wgn Limited,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.62
,,,,2025,36,854F2ABS,4dr Wgn N Line Hybrid,1750,0.00239,0.00239,0.00257,0.0027,0.00288,0.00301,0.00308,-,0.62
,,,,2025,39,854C2ABS,4dr Wgn Blue,1500,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.59
,,,,2025,39,854D2ABS,4dr Wgn SEL Convenience Hybrid,1000,0.0023,0.0023,0.00248,0.00261,0.00279,0.00292,0.00299,-,0.6
,,,,2025,39,854E2ABS,4dr Wgn Limited,1500,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.6
,,,,2025,39,854F2ABS,4dr Wgn N Line Hybrid,0,0.00177,0.00177,0.00195,0.00208,0.00226,0.00239,0.00246,-,0.59
,,,,2025,48,854C2ABS,4dr Wgn Blue,1750,0.00297,0.00297,0.00317,0.00334,0.0036,0.00374,0.00388,-,0.53
,,,,2025,48,854D2ABS,4dr Wgn SEL Convenience Hybrid,1750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.54
,,,,2025,48,854E2ABS,4dr Wgn Limited,2000,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.53
,,,,2025,48,854F2ABS,4dr Wgn N Line Hybrid,1750,0.00293,0.00293,0.00313,0.0033,0.00356,0.0037,0.00384,-,0.54
,,,,2025,36,854J2APT,4dr Wgn SEL,4000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.68
,,,,2025,36,854K2APT,4dr Wgn Limited,4500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.67
,,,,2025,39,854J2APT,4dr Wgn SEL,2250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.66
,,,,2025,39,854K2APT,4dr Wgn Limited,0,0.00168,0.00168,0.00186,0.00199,0.00217,0.0023,0.00237,-,0.64
,,,,2025,48,854J2APT,4dr Wgn SEL,2250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.6
,,,,2025,48,854K2APT,4dr Wgn Limited,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.63
,,,,2025,36,30402F45,4dr Wgn SE AT,0,0.0024,0.0024,0.00258,0.00271,0.00289,0.00302,0.00309,-,0.58
,,,,2025,36,30422F45,4dr Wgn SEL AT,0,0.00243,0.00243,0.00261,0.00274,0.00292,0.00305,0.00312,-,0.6
,,,,2025,36,30442F45,4dr Wgn Limited,250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.58
,,,,2025,39,30402F45,4dr Wgn SE AT,0,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.54
,,,,2025,39,30422F45,4dr Wgn SEL AT,250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.55
,,,,2025,39,30442F45,4dr Wgn Limited,0,0.00266,0.00266,0.00284,0.00297,0.00315,0.00328,0.00335,-,0.55
,,,,2025,48,30402F45,4dr Wgn SE AT,0,0.00297,0.00297,0.00317,0.00334,0.0036,0.00374,0.00388,-,0.48
,,,,2025,48,30422F45,4dr Wgn SEL AT,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.51
,,,,2025,48,30442F45,4dr Wgn Limited,0,0.00295,0.00295,0.00315,0.00332,0.00358,0.00372,0.00386,-,0.48
